t,x,y,z
0.050, -10370.037, -2541.061, 871.027
0.050, -10366.242, -2530.110, 864.574
0.050, -10361.677, -2517.114, 858.415
0.050, -10356.305, -2502.191, 852.631
0.050, -10350.137, -2485.518, 847.265
0.050, -10343.231, -2467.331, 842.325
0.050, -10335.693, -2447.911, 837.782
0.050, -10327.663, -2427.545, 833.564
0.050, -10319.301, -2406.516, 829.551
0.050, -10310.846, -2385.325, 825.599
0.050, -10302.437, -2364.240, 821.476
0.050, -10294.293, -2343.709, 817.022
0.050, -10286.681, -2324.282, 812.185
0.050, -10279.868, -2306.500, 807.020
0.050, -10274.052, -2290.808, 801.683
0.050, -10269.323, -2277.496, 796.438
0.050, -10265.641, -2266.683, 791.639
0.050, -10262.855, -2258.335, 787.697
0.050, -10260.738, -2252.303, 785.015
0.050, -10259.035, -2248.382, 783.900
0.050, -10257.509, -2246.353, 784.482
0.050, -10256.050, -2246.054, 786.339
0.050, -10254.695, -2247.390, 788.405
0.050, -10253.376, -2250.193, 790.003
0.050, -10251.939, -2254.210, 790.866
0.050, -10250.217, -2259.213, 790.933
0.050, -10248.090, -2265.070, 790.206
0.050, -10245.472, -2271.687, 788.749
0.050, -10242.315, -2278.976, 786.674
0.050, -10238.642, -2286.876, 784.000
0.050, -10234.549, -2295.333, 780.600
0.050, -10230.151, -2304.289, 776.371
0.050, -10225.566, -2313.685, 771.250
0.050, -10220.915, -2323.488, 765.201
0.050, -10216.329, -2333.706, 758.213
0.050, -10211.947, -2344.376, 750.325
0.050, -10207.982, -2355.436, 741.727
0.050, -10204.750, -2366.659, 732.802
0.050, -10202.608, -2377.725, 724.058
0.050, -10201.880, -2388.321, 716.040
0.050, -10202.783, -2398.210, 709.260
0.050, -10205.384, -2407.274, 704.127
0.050, -10209.592, -2415.520, 700.904
0.050, -10215.177, -2423.055, 699.681
0.050, -10221.813, -2430.031, 700.012
0.050, -10229.058, -2436.483, 701.074
0.050, -10236.488, -2442.556, 702.387
0.050, -10243.763, -2448.517, 703.725
0.050, -10250.623, -2454.659, 705.028
0.050, -10256.896, -2461.244, 706.325
0.050, -10262.481, -2468.460, 707.691
0.050, -10267.355, -2476.415, 709.219
0.050, -10271.527, -2485.070, 710.987
0.050, -10275.080, -2494.316, 713.074
0.050, -10278.132, -2503.948, 715.524
0.050, -10280.832, -2513.718, 718.348
0.050, -10283.345, -2523.352, 721.532
0.050, -10285.830, -2532.578, 725.043
0.050, -10288.419, -2541.129, 728.839
0.050, -10291.220, -2548.807, 732.890
0.050, -10294.345, -2555.542, 737.213
0.050, -10297.863, -2561.326, 741.813
0.050, -10301.803, -2566.194, 746.682
0.050, -10306.150, -2570.237, 751.805
0.050, -10310.850, -2573.588, 757.167
0.050, -10315.820, -2576.421, 762.754
0.050, -10320.953, -2578.934, 768.557
0.050, -10326.111, -2581.295, 774.595
0.050, -10331.109, -2583.568, 780.922
0.050, -10335.776, -2585.743, 787.554
0.050, -10339.972, -2587.742, 794.463
0.050, -10343.605, -2589.411, 801.585
0.050, -10346.630, -2590.533, 808.825
0.050, -10349.049, -2590.839, 816.066
0.050, -10350.900, -2590.031, 823.180
0.050, -10352.242, -2587.809, 830.046
0.050, -10353.140, -2583.902, 836.570
0.050, -10353.636, -2578.125, 842.713
0.050, -10353.695, -2570.509, 848.562
0.050, -10353.269, -2561.171, 854.194
0.050, -10352.329, -2550.253, 859.652
0.050, -10350.869, -2537.911, 864.953
0.050, -10348.909, -2524.306, 870.098
0.050, -10346.502, -2509.604, 875.075
0.050, -10343.728, -2493.947, 879.863
0.050, -10340.718, -2477.814, 884.563
0.050, -10337.747, -2462.367, 889.605
0.050, -10335.069, -2448.758, 895.075
0.050, -10332.839, -2437.819, 900.832
0.050, -10331.152, -2429.883, 906.716
0.050, -10330.035, -2424.789, 912.589
0.050, -10329.389, -2422.061, 918.318
0.050, -10329.022, -2421.015, 923.795
0.050, -10328.684, -2420.864, 928.938
0.050, -10328.117, -2420.844, 933.677
0.050, -10327.101, -2420.313, 937.958
0.050, -10325.490, -2418.828, 941.733
0.050, -10323.224, -2416.181, 944.969
0.050, -10320.333, -2412.398, 947.636
0.050, -10316.915, -2407.696, 949.712
0.050, -10313.111, -2402.422, 951.172
0.050, -10309.078, -2396.981, 951.992
0.050, -10304.971, -2391.764, 952.143
0.050, -10300.962, -2387.052, 951.441
0.050, -10297.222, -2383.014, 949.600
0.050, -10293.862, -2379.756, 946.408
0.050, -10290.948, -2377.336, 941.738
0.050, -10288.505, -2375.776, 935.544
0.050, -10286.529, -2375.078, 927.855
0.050, -10284.992, -2375.230, 918.775
0.050, -10283.843, -2376.207, 908.479
0.050, -10283.006, -2377.963, 897.219
0.050, -10282.377, -2380.426, 885.320
0.050, -10281.826, -2383.487, 873.178
0.050, -10281.227, -2386.971, 861.241
0.050, -10280.497, -2390.607, 850.012
0.050, -10279.614, -2394.042, 839.993
0.050, -10278.614, -2396.901, 831.609
0.050, -10277.576, -2398.837, 825.140
0.050, -10276.603, -2399.591, 820.672
0.050, -10275.787, -2399.031, 818.077
0.050, -10275.195, -2397.164, 817.032
0.050, -10274.854, -2394.131, 817.071
0.050, -10274.757, -2390.181, 817.607
0.050, -10274.867, -2385.616, 818.029
0.050, -10275.131, -2380.711, 817.922
0.050, -10275.495, -2375.720, 816.879
0.050, -10275.910, -2370.839, 814.594
0.050, -10276.327, -2366.213, 810.877
0.050, -10276.699, -2361.951, 805.653
0.050, -10276.965, -2358.147, 798.971
0.050, -10277.044, -2354.901, 791.007
0.050, -10276.841, -2352.329, 782.063
0.050, -10276.247, -2350.560, 772.568
0.050, -10275.162, -2349.725, 763.048
0.050, -10273.514, -2349.940, 754.079
0.050, -10271.287, -2351.289, 746.218
0.050, -10268.530, -2353.817, 739.921
0.050, -10265.355, -2357.528, 735.474
0.050, -10261.925, -2362.382, 732.943
0.050, -10258.427, -2368.287, 732.172
0.050, -10255.047, -2375.150, 732.514
0.050, -10251.947, -2382.835, 733.043
0.050, -10249.226, -2391.063, 733.336
0.050, -10246.923, -2399.517, 733.267
0.050, -10245.028, -2407.915, 732.836
0.050, -10243.503, -2416.056, 731.972
0.050, -10242.294, -2423.815, 730.484
0.050, -10241.339, -2431.128, 728.242
0.050, -10240.573, -2437.984, 725.205
0.050, -10239.931, -2444.418, 721.421
0.050, -10239.347, -2450.510, 717.031
0.050, -10238.757, -2456.359, 712.268
0.050, -10238.101, -2462.086, 707.438
0.050, -10237.334, -2467.803, 702.902
0.050, -10236.433, -2473.602, 699.039
0.050, -10235.404, -2479.551, 696.195
0.050, -10234.295, -2485.588, 694.676
0.050, -10233.177, -2491.664, 694.641
0.050, -10232.150, -2497.630, 696.036
0.050, -10231.330, -2503.189, 698.277
0.050, -10230.824, -2508.115, 700.998
0.050, -10230.728, -2512.266, 703.953
0.050, -10231.112, -2515.554, 706.962
0.050, -10232.009, -2517.901, 709.857
0.050, -10233.425, -2519.325, 712.561
0.050, -10235.343, -2519.868, 715.032
0.050, -10237.727, -2519.601, 717.261
0.050, -10240.532, -2518.610, 719.262
0.050, -10243.713, -2516.980, 721.063
0.050, -10247.230, -2514.783, 722.696
0.050, -10251.051, -2512.078, 724.194
0.050, -10255.151, -2508.905, 725.589
0.050, -10259.517, -2505.285, 726.906
0.050, -10264.138, -2501.231, 728.173
0.050, -10269.014, -2496.760, 729.425
0.050, -10274.207, -2492.027, 730.783
0.050, -10279.803, -2487.253, 732.378
0.050, -10285.871, -2482.647, 734.288
0.050, -10292.456, -2478.401, 736.546
0.050, -10299.575, -2474.696, 739.146
0.050, -10307.192, -2471.672, 742.063
0.050, -10315.159, -2469.286, 745.324
0.050, -10323.251, -2467.380, 748.923
0.050, -10331.221, -2465.738, 752.822
0.050, -10338.829, -2464.117, 756.975
0.050, -10345.846, -2462.279, 761.328
0.050, -10352.106, -2460.018, 765.837
0.050, -10357.506, -2457.180, 770.477
0.050, -10362.031, -2453.650, 775.306
0.050, -10365.741, -2449.371, 780.482
0.050, -10368.730, -2444.375, 786.107
0.050, -10371.116, -2438.765, 792.231
0.050, -10373.027, -2432.693, 798.854
0.050, -10374.592, -2426.335, 805.940
0.050, -10375.935, -2419.872, 813.422
0.050, -10377.162, -2413.464, 821.213
0.050, -10378.361, -2407.241, 829.213
0.050, -10379.594, -2401.292, 837.316
0.050, -10380.896, -2395.657, 845.418
0.050, -10382.283, -2390.333, 853.422
0.050, -10383.747, -2385.278, 861.242
0.050, -10385.265, -2380.414, 868.802
0.050, -10386.803, -2375.650, 876.038
0.050, -10388.330, -2370.895, 882.893
0.050, -10389.789, -2366.125, 889.348
0.050, -10390.955, -2361.607, 895.512
0.050, -10391.582, -2357.695, 901.425
0.050, -10391.465, -2354.729, 907.030
0.050, -10390.441, -2353.021, 912.217
0.050, -10388.386, -2352.837, 916.853
0.050, -10385.212, -2354.385, 920.824
0.050, -10380.865, -2357.809, 924.064
0.050, -10375.329, -2363.147, 926.660
0.050, -10368.642, -2370.329, 928.781
0.050, -10360.886, -2379.231, 930.558
0.050, -10352.176, -2389.686, 932.080
0.050, -10342.662, -2401.490, 933.390
0.050, -10332.511, -2414.408, 934.481
0.050, -10321.909, -2428.187, 935.299
0.050, -10311.038, -2442.570, 935.746
0.050, -10300.077, -2457.163, 935.787
0.051, -10289.376, -2471.185, 935.561
0.050, -10279.287, -2484.008, 934.975
0.050, -10270.414, -2494.701, 933.970
0.050, -10262.863, -2502.984, 932.514
0.050, -10256.701, -2508.644, 930.637
0.050, -10251.853, -2511.676, 928.407
0.050, -10248.133, -2512.244, 925.913
0.050, -10245.281, -2510.657, 923.249
0.050, -10242.999, -2507.328, 920.500
0.050, -10240.983, -2502.742, 917.732
0.050, -10238.964, -2497.397, 914.984
0.050, -10236.730, -2491.761, 912.258
0.050, -10234.154, -2486.231, 909.522
0.050, -10231.195, -2481.105, 906.712
0.050, -10227.889, -2476.572, 903.733
0.050, -10224.352, -2472.726, 900.492
0.050, -10220.720, -2469.552, 896.882
0.050, -10217.150, -2466.958, 892.818
0.050, -10213.802, -2464.785, 888.246
0.050, -10210.816, -2462.825, 883.140
0.050, -10208.314, -2460.835, 877.514
0.050, -10206.391, -2458.554, 871.416
0.050, -10205.115, -2455.697, 864.907
0.050, -10204.541, -2452.025, 858.140
0.050, -10204.694, -2447.306, 851.225
0.050, -10205.588, -2441.375, 844.298
0.050, -10207.226, -2434.137, 837.492
0.050, -10209.597, -2425.586, 830.925
0.050, -10212.677, -2415.806, 824.685
0.050, -10216.424, -2404.976, 818.826
0.050, -10220.772, -2393.361, 813.364
0.050, -10225.633, -2381.298, 808.270
0.050, -10230.892, -2369.169, 803.482
0.050, -10236.416, -2357.366, 798.903
0.050, -10242.046, -2346.287, 794.432
0.050, -10247.634, -2336.259, 789.958
0.050, -10253.035, -2327.548, 785.383
0.050, -10258.126, -2320.339, 780.630
0.050, -10262.810, -2314.735, 775.649
0.050, -10267.030, -2310.770, 770.400
0.050, -10270.767, -2308.428, 764.846
0.050, -10274.041, -2307.645, 758.946
0.050, -10276.907, -2308.326, 752.645
0.050, -10279.433, -2310.346, 745.910
0.050, -10281.714, -2313.569, 738.684
0.050, -10283.846, -2317.852, 730.925
0.050, -10285.925, -2323.065, 722.613
0.050, -10288.043, -2329.087, 713.746
0.050, -10290.280, -2335.824, 704.356
0.050, -10292.702, -2343.206, 694.505
0.050, -10295.362, -2351.193, 684.298
0.050, -10298.296, -2359.776, 673.878
0.050, -10301.516, -2368.981, 663.427
0.050, -10305.002, -2378.856, 653.164
0.050, -10308.680, -2389.407, 643.384
0.050, -10312.399, -2400.548, 634.470
0.050, -10315.944, -2412.101, 626.870
0.050, -10319.058, -2423.827, 621.038
0.050, -10321.480, -2435.478, 617.368
0.050, -10322.998, -2446.856, 616.119
0.050, -10323.473, -2457.757, 617.278
0.050, -10322.863, -2468.060, 619.886
0.050, -10321.228, -2477.663, 623.064
0.050, -10318.716, -2486.549, 626.445
0.050, -10315.529, -2494.775, 629.933
0.050, -10311.891, -2502.451, 633.566
0.050, -10308.032, -2509.700, 637.432
0.050, -10304.160, -2516.629, 641.626
0.050, -10300.450, -2523.300, 646.220
0.050, -10297.024, -2529.717, 651.255
0.050, -10293.942, -2535.824, 656.732
0.050, -10291.200, -2541.514, 662.615
0.050, -10288.740, -2546.646, 668.842
0.050, -10286.471, -2551.051, 675.336
0.061, -10284.286, -2554.542, 682.009
0.050, -10281.599, -2557.247, 690.245
0.050, -10279.269, -2558.137, 697.026
0.050, -10276.794, -2557.657, 703.750
0.050, -10274.212, -2555.811, 710.420
0.050, -10271.614, -2552.652, 717.045
0.050, -10269.105, -2548.228, 723.604
0.050, -10266.793, -2542.589, 730.076
0.050, -10264.781, -2535.799, 736.448
0.050, -10263.158, -2527.938, 742.721
0.050, -10261.996, -2519.128, 748.900
0.050, -10261.367, -2509.537, 755.081
0.050, -10261.363, -2499.578, 761.307
0.059, -10262.048, -2489.558, 767.662
0.050, -10263.816, -2478.144, 775.363
0.050, -10266.058, -2469.189, 782.075
0.050, -10268.929, -2461.114, 788.997
0.050, -10272.307, -2453.996, 796.152
0.050, -10276.073, -2447.870, 803.522
0.050, -10280.129, -2442.739, 811.079
0.050, -10284.393, -2438.595, 818.771
0.050, -10288.822, -2435.400, 826.570
0.050, -10293.392, -2433.108, 834.448
0.050, -10298.099, -2431.667, 842.379
0.050, -10302.947, -2431.017, 850.335
0.050, -10307.949, -2431.105, 858.292
0.050, -10313.111, -2431.888, 866.221
0.050, -10318.404, -2433.278, 874.123
0.050, -10323.736, -2435.034, 882.081
0.050, -10328.931, -2436.881, 890.038
0.050, -10333.865, -2438.605, 897.980
0.050, -10338.403, -2440.053, 905.847
0.050, -10342.440, -2441.153, 913.571
0.050, -10345.896, -2441.912, 921.087
0.050, -10348.731, -2442.407, 928.334
0.050, -10350.944, -2442.754, 935.269
0.050, -10352.627, -2442.993, 941.913
0.050, -10353.924, -2443.112, 948.276
0.050, -10354.964, -2443.093, 954.334
0.050, -10355.852, -2442.916, 960.043
0.050, -10356.655, -2442.556, 965.360
0.050, -10357.392, -2441.996, 970.247
0.050, -10358.046, -2441.200, 974.652
0.050, -10358.582, -2440.094, 978.506
0.050, -10358.958, -2438.580, 981.739
0.050, -10359.114, -2436.586, 984.304
0.050, -10358.972, -2434.084, 986.187
0.050, -10358.466, -2431.083, 987.380
0.050, -10357.542, -2427.613, 987.887
0.050, -10356.165, -2423.733, 987.715
0.050, -10354.355, -2419.472, 986.738
0.050, -10352.178, -2414.839, 984.710
0.050, -10349.699, -2409.880, 981.423
0.050, -10346.974, -2404.659, 976.721
0.050, -10344.045, -2399.245, 970.502
0.050, -10340.930, -2393.697, 962.702
0.050, -10337.635, -2388.082, 953.334
0.050, -10334.133, -2382.441, 942.430
0.050, -10330.378, -2376.815, 930.079
0.050, -10326.299, -2371.248, 916.416
0.050, -10321.813, -2365.793, 901.620
0.050, -10316.836, -2360.532, 885.916
0.050, -10311.302, -2355.585, 869.553
0.050, -10305.177, -2351.112, 852.804
0.050, -10298.476, -2347.323, 835.947
0.050, -10291.267, -2344.468, 819.253
0.050, -10283.700, -2342.769, 803.013
0.050, -10276.083, -2342.247, 787.650
0.050, -10268.850, -2342.703, 773.698
0.050, -10262.465, -2343.807, 761.675
0.050, -10257.311, -2345.193, 751.962
0.050, -10253.617, -2346.543, 744.712
0.050, -10251.413, -2347.634, 739.814
0.050, -10250.541, -2348.346, 736.916
0.050, -10250.705, -2348.664, 735.493
0.050, -10251.525, -2348.665, 734.936
0.050, -10252.612, -2348.493, 734.643
0.050, -10253.625, -2348.326, 734.107
0.050, -10254.308, -2348.340, 732.960
0.050, -10254.485, -2348.686, 730.982
0.050, -10254.056, -2349.482, 728.074
0.050, -10252.978, -2350.801, 724.230
0.050, -10251.248, -2352.669, 719.516
0.050, -10248.893, -2355.065, 714.064
0.050, -10245.970, -2357.937, 708.050
0.050, -10242.594, -2361.182, 701.760
0.050, -10238.900, -2364.709, 695.495
0.050, -10235.066, -2368.435, 689.618
0.050, -10231.288, -2372.305, 684.511
0.050, -10227.758, -2376.310, 680.536
0.050, -10224.642, -2380.482, 677.980
0.050, -10222.068, -2384.860, 677.032
0.050, -10220.088, -2389.472, 677.645
0.050, -10218.637, -2394.186, 679.218
0.050, -10217.643, -2398.909, 681.172
0.050, -10217.066, -2403.661, 683.158
0.050, -10216.889, -2408.523, 684.996
0.050, -10217.116, -2413.611, 686.620
0.050, -10217.767, -2419.043, 688.024
0.050, -10218.874, -2424.917, 689.241
0.050, -10220.474, -2431.300, 690.325
0.050, -10222.609, -2438.222, 691.339
0.050, -10225.320, -2445.677, 692.344
0.050, -10228.645, -2453.624, 693.398
0.050, -10232.611, -2461.985, 694.545
0.050, -10237.235, -2470.654, 695.819
0.050, -10242.519, -2479.505, 697.242
0.050, -10248.447, -2488.406, 698.822
0.050, -10254.985, -2497.233, 700.559
0.050, -10262.063, -2505.850, 702.464
0.050, -10269.479, -2513.916, 704.654
0.050, -10276.947, -2520.969, 707.214
0.050, -10284.168, -2526.559, 710.140
0.050, -10290.872, -2530.325, 713.359
0.050, -10296.848, -2532.054, 716.766
0.050, -10301.961, -2531.707, 720.274
0.050, -10306.160, -2529.426, 723.834
0.050, -10309.477, -2525.514, 727.453
0.050, -10312.016, -2520.398, 731.180
0.050, -10313.933, -2514.582, 735.080
0.050, -10315.409, -2508.594, 739.224
0.050, -10316.615, -2502.944, 743.666
0.050, -10317.698, -2498.044, 748.429
0.050, -10318.776, -2494.167, 753.505
0.050, -10319.936, -2491.406, 758.885
0.050, -10321.212, -2489.724, 764.532
0.050, -10322.586, -2488.973, 770.388
0.050, -10323.997, -2488.928, 776.389
0.050, -10325.360, -2489.315, 782.470
0.050, -10326.580, -2489.853, 788.567
0.050, -10327.570, -2490.284, 794.621
0.050, -10328.284, -2490.380, 800.647
0.050, -10328.717, -2489.950, 806.537
0.050, -10328.914, -2488.882, 812.338
0.050, -10328.942, -2487.139, 818.047
0.050, -10328.890, -2484.747, 823.670
0.050, -10328.862, -2481.780, 829.214
0.050, -10328.970, -2478.340, 834.684
0.050, -10329.317, -2474.537, 840.085
0.050, -10329.989, -2470.465, 845.414
0.050, -10331.048, -2466.196, 850.668
0.050, -10332.529, -2461.778, 855.832
0.050, -10334.441, -2457.205, 860.913
0.051, -10336.705, -2452.523, 865.987
0.050, -10339.027, -2448.066, 871.067
0.050, -10341.150, -2444.023, 876.222
0.050, -10342.820, -2440.568, 881.422
0.050, -10343.839, -2437.807, 886.611
0.050, -10344.085, -2435.776, 891.725
0.050, -10343.523, -2434.437, 896.712
0.050, -10342.207, -2433.682, 901.535
0.050, -10340.264, -2433.340, 906.177
0.050, -10337.885, -2433.185, 910.611
0.050, -10335.279, -2432.959, 914.834
0.050, -10332.657, -2432.406, 918.834
0.050, -10330.201, -2431.298, 922.598
0.050, -10328.035, -2429.470, 926.107
0.051, -10326.192, -2426.789, 929.380
0.057, -10324.542, -2422.769, 932.661
0.050, -10323.363, -2418.497, 935.187
0.050, -10322.330, -2413.672, 937.338
0.050, -10321.313, -2408.482, 939.086
0.052, -10320.146, -2402.932, 940.435
0.050, -10318.812, -2397.607, 941.274
0.050, -10317.210, -2392.468, 941.642
0.050, -10315.314, -2387.642, 941.430
0.050, -10313.125, -2383.239, 940.370
0.050, -10310.669, -2379.327, 938.237
0.050, -10307.985, -2375.934, 934.883
0.050, -10305.113, -2373.062, 930.235
0.050, -10302.076, -2370.712, 924.286
0.050, -10298.860, -2368.888, 917.058
0.050, -10295.473, -2367.638, 908.725
0.050, -10291.865, -2367.002, 899.427
0.050, -10287.992, -2367.045, 889.390
0.050, -10283.813, -2367.839, 878.885
0.050, -10279.298, -2369.461, 868.210
0.050, -10274.441, -2371.986, 857.667
0.050, -10269.269, -2375.480, 847.535
0.050, -10263.846, -2379.990, 838.034
0.050, -10258.278, -2385.519, 829.314
0.051, -10252.666, -2392.061, 821.389
0.050, -10247.138, -2399.567, 814.200
0.050, -10242.038, -2407.596, 807.866
0.050, -10237.420, -2416.030, 802.095
0.050, -10233.404, -2424.593, 796.687
0.050, -10230.082, -2432.986, 791.441
0.050, -10227.510, -2440.915, 786.171
0.050, -10225.722, -2448.091, 780.726
0.050, -10224.736, -2454.246, 775.008
0.050, -10224.570, -2459.137, 768.969
0.050, -10225.247, -2462.536, 762.631
0.050, -10226.795, -2464.270, 756.056
0.050, -10229.238, -2464.211, 749.360
0.050, -10232.581, -2462.300, 742.708
0.050, -10236.787, -2458.579, 736.315
0.050, -10241.767, -2453.200, 730.424
0.050, -10247.364, -2446.441, 725.296
0.050, -10253.367, -2438.683, 721.169
0.050, -10259.521, -2430.382, 718.221
0.050, -10265.562, -2422.017, 716.536
0.050, -10271.246, -2414.036, 716.082
0.050, -10276.377, -2406.802, 716.685
0.050, -10280.812, -2400.545, 717.852
0.050, -10284.443, -2395.244, 719.231
0.050, -10287.267, -2390.822, 720.634
0.050, -10289.376, -2387.161, 721.958
0.050, -10290.907, -2384.078, 723.139
0.050, -10292.023, -2381.357, 724.147
0.050, -10292.893, -2378.792, 724.980
0.050, -10293.678, -2376.233, 725.668
0.050, -10294.510, -2373.587, 726.241
0.050, -10295.474, -2370.825, 726.723
0.050, -10296.608, -2367.985, 727.125
0.050, -10297.900, -2365.173, 727.430
0.050, -10299.300, -2362.543, 727.588
0.050, -10300.732, -2360.293, 727.548
0.050, -10302.112, -2358.655, 727.274
0.050, -10303.356, -2357.873, 726.748
0.050, -10304.393, -2358.188, 725.979
0.050, -10305.172, -2359.820, 725.008
0.050, -10305.666, -2362.958, 723.905
0.050, -10305.871, -2367.747, 722.766
0.050, -10305.804, -2374.280, 721.702
0.050, -10305.498, -2382.598, 720.819
0.050, -10304.983, -2392.653, 720.139
0.050, -10304.290, -2404.338, 719.654
0.050, -10303.468, -2417.499, 719.400
0.056, -10302.519, -2431.936, 719.500
0.099, -10301.261, -2448.697, 720.236
0.057, -10299.098, -2471.288, 722.627
0.062, -10296.649, -2489.649, 726.026
0.062, -10293.771, -2505.492, 730.154
0.050, -10290.831, -2517.845, 734.355
0.050, -10287.941, -2527.232, 738.447
0.087, -10284.235, -2536.893, 743.829
0.068, -10282.281, -2541.049, 746.841
0.060, -10278.345, -2548.875, 754.137
0.102, -10275.462, -2555.460, 761.814
0.056, -10273.352, -2562.266, 770.713
0.054, -10272.385, -2567.273, 777.508
0.076, -10272.126, -2568.946, 779.803
0.053, -10271.408, -2575.488, 789.112
0.050, -10270.868, -2580.867, 797.456
0.070, -10269.924, -2586.712, 807.679
0.062, -10268.262, -2591.360, 818.180
0.054, -10266.386, -2593.594, 826.089
0.058, -10263.833, -2594.289, 834.003
0.065, -10260.332, -2592.835, 842.390
0.060, -10257.029, -2589.842, 849.135
0.052, -10253.729, -2585.410, 855.346
0.057, -10251.797, -2582.090, 858.928
0.067, -10248.004, -2573.093, 866.342
0.058, -10246.833, -2569.277, 868.943
0.088, -10245.616, -2564.205, 872.028
0.068, -10244.649, -2558.648, 875.067
0.057, -10243.403, -2544.060, 881.878
0.054, -10243.359, -2531.435, 886.771
0.058, -10244.148, -2516.121, 891.950
0.054, -10245.740, -2500.996, 896.295
0.060, -10248.149, -2485.382, 900.097
0.057, -10251.824, -2467.938, 903.829
0.051, -10256.252, -2451.968, 906.953
0.067, -10261.862, -2435.448, 910.140
0.065, -10269.526, -2417.323, 913.612
0.066, -10276.769, -2402.990, 916.420
0.056, -10284.774, -2389.374, 919.128
0.073, -10292.153, -2378.210, 921.373
0.061, -10302.132, -2364.674, 924.012
0.057, -10308.823, -2356.090, 925.628
0.056, -10315.615, -2347.581, 927.118
0.050, -10321.516, -2340.234, 928.141
0.054, -10326.691, -2333.767, 928.626
0.053, -10331.643, -2327.526, 928.455
0.051, -10336.032, -2321.954, 927.471
0.055, -10339.722, -2317.262, 925.702
0.050, -10343.234, -2312.845, 922.742
0.050, -10346.011, -2309.466, 919.085
0.050, -10348.367, -2306.790, 914.498
0.050, -10350.300, -2304.879, 909.022
0.050, -10351.805, -2303.777, 902.751
0.050, -10352.888, -2303.501, 895.845
0.050, -10353.570, -2304.023, 888.540
0.050, -10353.901, -2305.263, 881.135
0.050, -10353.951, -2307.095, 873.982
0.050, -10353.807, -2309.364, 867.426
0.050, -10353.555, -2311.897, 861.805
0.050, -10353.265, -2314.553, 857.327
0.050, -10352.969, -2317.231, 854.090
0.050, -10352.668, -2319.874, 852.058
0.050, -10352.318, -2322.466, 851.076
0.050, -10351.838, -2325.005, 850.856
0.050, -10351.086, -2327.451, 850.919
0.050, -10349.976, -2329.796, 850.928
0.050, -10348.491, -2332.088, 850.701
0.050, -10346.653, -2334.384, 850.132
0.050, -10344.494, -2336.729, 849.138
0.050, -10342.042, -2339.153, 847.554
0.050, -10339.331, -2341.675, 845.209
0.050, -10336.404, -2344.296, 841.956
0.050, -10333.306, -2347.004, 837.667
0.050, -10330.079, -2349.782, 832.250
0.050, -10326.757, -2352.618, 825.640
0.050, -10323.362, -2355.517, 817.819
0.050, -10319.914, -2358.515, 808.819
0.050, -10316.434, -2361.692, 798.738
0.050, -10312.948, -2365.186, 787.748
0.050, -10309.490, -2369.195, 776.095
0.050, -10306.098, -2373.976, 764.092
0.050, -10302.805, -2379.823, 752.102
0.050, -10299.636, -2387.042, 740.506
0.050, -10296.593, -2395.901, 729.661
0.050, -10293.657, -2406.595, 719.873
0.050, -10290.786, -2419.202, 711.360
0.050, -10287.924, -2433.660, 704.228
0.050, -10285.006, -2449.760, 698.475
0.050, -10281.960, -2467.051, 694.046
0.050, -10278.698, -2484.972, 690.822
0.050, -10275.157, -2502.890, 688.651
0.050, -10271.304, -2520.198, 687.359
0.050, -10267.152, -2536.381, 686.771
0.050, -10262.746, -2551.046, 686.729
0.050, -10258.160, -2563.919, 687.108
0.050, -10253.482, -2574.835, 687.826
0.050, -10248.797, -2583.727, 688.848
0.050, -10244.187, -2590.583, 690.184
0.050, -10239.705, -2595.475, 691.878
0.050, -10235.399, -2598.465, 693.860
0.050, -10231.311, -2599.550, 695.762
0.050, -10227.452, -2598.853, 697.418
0.050, -10223.801, -2596.603, 698.847
0.050, -10220.326, -2593.104, 700.178
0.050, -10216.987, -2588.709, 701.594
0.050, -10213.740, -2583.811, 703.305
0.050, -10210.542, -2578.803, 705.503
0.050, -10207.353, -2574.055, 708.346
0.050, -10204.135, -2569.895, 711.955
0.050, -10200.850, -2566.592, 716.410
0.050, -10197.473, -2564.330, 721.769
0.050, -10194.033, -2563.162, 728.093
0.050, -10190.561, -2563.056, 735.388
0.050, -10187.072, -2563.929, 743.607
0.050, -10183.567, -2565.667, 752.669
0.050, -10180.036, -2568.134, 762.474
0.050, -10176.460, -2571.191, 772.917
0.050, -10172.820, -2574.701, 783.889
0.050, -10169.099, -2578.538, 795.287
0.050, -10165.372, -2582.486, 807.064
0.050, -10161.787, -2586.246, 819.147
0.050, -10158.496, -2589.520, 831.377
0.050, -10155.653, -2592.027, 843.534
0.050, -10153.411, -2593.511, 855.367
0.050, -10151.920, -2593.761, 866.618
0.050, -10151.335, -2592.610, 877.045
0.050, -10151.823, -2589.999, 886.480
0.050, -10153.566, -2586.031, 894.927
0.050, -10156.585, -2580.716, 902.551
0.050, -10160.851, -2574.066, 909.521
0.050, -10166.285, -2566.161, 915.942
0.050, -10172.813, -2557.069, 921.926
0.050, -10180.343, -2546.888, 927.543
0.050, -10188.770, -2535.730, 932.840
0.050, -10197.982, -2523.720, 937.837
0.050, -10207.861, -2510.986, 942.536
0.050, -10218.291, -2497.657, 946.916
0.050, -10229.158, -2483.859, 950.942
0.050, -10240.357, -2469.707, 954.571
0.050, -10251.793, -2455.303, 957.748
0.050, -10263.386, -2440.729, 960.423
0.050, -10275.075, -2426.044, 962.550
