t,x,y,z
0.050, -10320.667, -2363.351, 624.801
0.050, -10324.922, -2359.274, 626.133
0.050, -10328.789, -2354.712, 627.711
0.050, -10332.430, -2349.787, 629.634
0.050, -10336.003, -2344.687, 631.979
0.050, -10339.647, -2339.663, 634.787
0.050, -10343.462, -2335.014, 638.062
0.050, -10347.493, -2331.061, 641.769
0.050, -10351.722, -2328.128, 645.845
0.050, -10356.068, -2326.520, 650.203
0.050, -10360.402, -2326.498, 654.747
0.050, -10364.556, -2328.260, 659.393
0.050, -10368.345, -2331.923, 664.088
0.050, -10371.586, -2337.512, 668.818
0.050, -10374.121, -2344.960, 673.614
0.050, -10375.829, -2354.120, 678.551
0.050, -10376.642, -2364.772, 683.736
0.050, -10376.551, -2376.690, 689.316
0.050, -10375.606, -2389.465, 695.367
0.050, -10373.911, -2402.826, 702.020
0.050, -10371.617, -2416.453, 709.359
0.050, -10368.896, -2430.045, 717.429
0.050, -10365.927, -2443.328, 726.237
0.050, -10362.897, -2456.113, 735.816
0.050, -10359.970, -2468.284, 746.153
0.050, -10357.268, -2479.766, 757.164
0.050, -10354.869, -2490.532, 768.728
0.050, -10352.809, -2500.598, 780.710
0.050, -10351.077, -2509.991, 792.989
0.050, -10349.586, -2518.662, 805.495
0.050, -10348.218, -2526.557, 818.138
0.050, -10346.846, -2533.626, 830.813
0.050, -10345.339, -2539.822, 843.401
0.050, -10343.571, -2545.095, 855.776
0.050, -10341.435, -2549.391, 867.807
0.050, -10338.846, -2552.647, 879.364
0.050, -10335.751, -2554.792, 890.319
0.050, -10332.129, -2555.751, 900.552
0.050, -10327.995, -2555.444, 909.949
0.050, -10323.391, -2553.813, 918.418
0.050, -10318.460, -2551.039, 926.037
0.050, -10313.465, -2547.704, 933.096
0.050, -10308.564, -2544.468, 939.897
0.050, -10304.023, -2541.888, 946.524
0.050, -10299.950, -2540.244, 953.083
0.050, -10296.392, -2539.635, 959.552
0.050, -10293.311, -2539.973, 965.841
0.050, -10290.602, -2541.029, 971.824
0.050, -10288.118, -2542.487, 977.352
0.050, -10285.698, -2544.005, 982.271
0.050, -10283.192, -2545.269, 986.438
0.050, -10280.479, -2546.032, 989.738
0.050, -10277.482, -2546.139, 992.088
0.050, -10274.169, -2545.529, 993.446
0.050, -10270.544, -2544.225, 993.802
0.050, -10266.645, -2542.303, 993.157
0.050, -10262.531, -2539.832, 991.353
0.063, -10257.163, -2536.030, 987.050
0.050, -10252.791, -2532.579, 981.987
0.067, -10246.980, -2527.516, 972.678
0.058, -10241.748, -2522.535, 961.980
0.051, -10238.003, -2518.637, 952.903
0.069, -10232.287, -2511.868, 936.862
0.054, -10227.219, -2504.424, 920.421
0.053, -10222.905, -2496.077, 904.639
0.051, -10219.543, -2487.167, 890.850
0.064, -10216.763, -2476.000, 877.536
0.065, -10214.124, -2457.885, 861.680
0.054, -10213.055, -2441.219, 851.324
0.052, -10213.001, -2423.555, 843.477
0.050, -10213.886, -2405.335, 837.735
0.050, -10215.664, -2386.719, 833.552
0.050, -10218.184, -2368.519, 830.505
0.050, -10221.188, -2351.599, 828.134
0.050, -10224.365, -2336.697, 826.006
0.050, -10227.403, -2324.345, 823.793
0.050, -10230.039, -2314.846, 821.301
0.050, -10232.083, -2308.281, 818.461
0.050, -10233.430, -2304.571, 815.292
0.050, -10234.051, -2303.520, 811.858
0.051, -10233.991, -2304.885, 808.192
0.050, -10233.384, -2308.278, 804.453
0.050, -10232.430, -2313.278, 800.676
0.050, -10231.371, -2319.432, 796.906
0.050, -10230.469, -2326.247, 793.199
0.051, -10229.974, -2333.353, 789.553
0.052, -10230.127, -2340.186, 786.075
0.060, -10231.396, -2347.437, 782.212
0.050, -10233.358, -2352.548, 779.227
0.051, -10236.271, -2356.818, 776.349
0.053, -10240.127, -2360.187, 773.554
0.050, -10244.431, -2362.563, 771.001
0.050, -10249.224, -2364.331, 768.462
0.050, -10254.331, -2365.712, 765.865
0.050, -10259.585, -2366.945, 763.139
0.050, -10264.833, -2368.259, 760.238
0.050, -10269.953, -2369.857, 757.145
0.050, -10274.861, -2371.904, 753.876
0.050, -10279.511, -2374.520, 750.483
0.050, -10283.897, -2377.775, 747.046
0.050, -10288.045, -2381.693, 743.669
0.050, -10292.005, -2386.252, 740.468
0.050, -10295.843, -2391.382, 737.561
0.050, -10299.627, -2396.979, 735.049
0.050, -10303.421, -2402.908, 733.010
0.050, -10307.278, -2409.015, 731.488
0.050, -10311.227, -2415.138, 730.491
0.050, -10315.277, -2421.129, 729.981
0.050, -10319.411, -2426.861, 729.885
0.050, -10323.598, -2432.233, 730.096
0.050, -10327.774, -2437.153, 730.457
0.050, -10331.865, -2441.542, 730.869
0.050, -10335.776, -2445.315, 731.302
0.050, -10339.402, -2448.387, 731.756
0.050, -10342.629, -2450.672, 732.238
0.050, -10345.348, -2452.086, 732.752
0.050, -10347.467, -2452.568, 733.302
0.050, -10348.922, -2452.092, 733.881
0.050, -10349.670, -2450.654, 734.465
0.050, -10349.686, -2448.273, 735.012
0.050, -10348.965, -2444.998, 735.477
0.050, -10347.523, -2440.901, 735.818
0.050, -10345.409, -2436.091, 736.011
0.050, -10342.732, -2430.785, 736.091
0.050, -10339.645, -2425.273, 736.099
0.050, -10336.320, -2419.886, 736.079
0.050, -10332.935, -2414.970, 736.073
0.050, -10329.658, -2410.863, 736.116
0.050, -10326.635, -2407.863, 736.233
0.050, -10323.969, -2406.205, 736.440
0.050, -10321.716, -2406.039, 736.754
0.050, -10319.883, -2407.421, 737.190
0.050, -10318.429, -2410.312, 737.775
0.050, -10317.271, -2414.580, 738.546
0.050, -10316.290, -2420.010, 739.559
0.050, -10315.349, -2426.329, 740.877
0.050, -10314.334, -2433.150, 742.574
0.050, -10313.153, -2440.097, 744.709
0.050, -10311.740, -2446.819, 747.298
0.050, -10310.065, -2453.034, 750.326
0.050, -10308.138, -2458.551, 753.750
0.062, -10305.443, -2464.257, 758.504
0.053, -10303.124, -2468.055, 762.675
0.056, -10300.406, -2471.622, 767.827
0.050, -10298.153, -2474.243, 772.452
0.050, -10296.056, -2476.687, 777.228
0.050, -10294.185, -2479.162, 782.095
0.050, -10292.588, -2481.832, 787.002
0.050, -10291.283, -2484.824, 791.898
0.050, -10290.216, -2488.298, 796.812
0.050, -10289.314, -2492.315, 801.689
0.050, -10288.467, -2496.942, 806.553
0.050, -10287.563, -2502.172, 811.389
0.050, -10286.495, -2507.961, 816.180
0.050, -10285.163, -2514.241, 820.902
0.050, -10283.492, -2520.924, 825.532
0.050, -10281.432, -2527.917, 830.040
0.051, -10278.927, -2535.231, 834.457
0.050, -10276.066, -2542.585, 838.646
0.050, -10272.982, -2549.806, 842.697
0.050, -10269.929, -2556.532, 846.661
0.050, -10267.179, -2562.378, 850.498
0.050, -10264.973, -2567.001, 854.127
0.050, -10263.493, -2570.136, 857.467
0.050, -10262.812, -2571.682, 860.508
0.050, -10262.927, -2571.617, 863.237
0.050, -10263.801, -2569.916, 865.633
0.050, -10265.331, -2566.627, 867.607
0.050, -10267.411, -2561.774, 869.142
0.050, -10269.920, -2555.403, 870.230
0.050, -10272.714, -2547.635, 870.939
0.050, -10275.581, -2538.755, 871.446
0.050, -10278.304, -2529.080, 871.907
0.050, -10280.704, -2518.907, 872.444
0.050, -10282.654, -2508.499, 873.148
0.050, -10284.080, -2498.047, 874.066
0.050, -10284.965, -2487.660, 875.212
0.050, -10285.351, -2477.364, 876.582
0.050, -10285.319, -2467.120, 878.165
0.050, -10284.990, -2456.852, 879.954
0.050, -10284.512, -2446.445, 881.976
0.050, -10284.051, -2435.953, 884.227
0.050, -10283.750, -2425.295, 886.729
0.050, -10283.727, -2414.487, 889.491
0.050, -10284.060, -2403.598, 892.509
0.050, -10284.777, -2392.742, 895.764
0.050, -10285.857, -2382.077, 899.219
0.050, -10287.228, -2371.791, 902.820
0.050, -10288.781, -2362.080, 906.493
0.050, -10290.393, -2353.112, 910.158
0.050, -10291.925, -2345.086, 913.705
0.050, -10293.264, -2338.102, 917.046
0.050, -10294.323, -2332.226, 920.089
0.050, -10295.046, -2327.471, 922.763
0.050, -10295.411, -2323.793, 925.014
0.050, -10295.432, -2321.100, 926.808
0.050, -10295.148, -2319.270, 928.123
0.050, -10294.619, -2318.155, 928.953
0.050, -10293.920, -2317.600, 929.301
0.050, -10293.130, -2317.454, 929.160
0.050, -10292.324, -2317.634, 928.364
0.050, -10291.569, -2318.099, 926.674
0.050, -10290.918, -2318.820, 923.865
0.050, -10290.422, -2319.769, 919.807
0.050, -10290.113, -2320.940, 914.389
0.050, -10290.018, -2322.333, 907.575
0.050, -10290.159, -2323.957, 899.393
0.050, -10290.555, -2325.828, 889.923
0.050, -10291.216, -2327.958, 879.342
0.050, -10292.143, -2330.362, 867.858
0.050, -10293.324, -2333.044, 855.751
0.050, -10294.726, -2335.999, 843.349
0.050, -10296.300, -2339.220, 830.997
0.050, -10297.973, -2342.688, 819.071
0.050, -10299.670, -2346.403, 807.849
0.050, -10301.301, -2350.346, 797.619
0.050, -10302.797, -2354.531, 788.489
0.050, -10304.106, -2358.967, 780.477
0.050, -10305.198, -2363.662, 773.490
0.050, -10306.072, -2368.621, 767.341
0.050, -10306.743, -2373.832, 761.783
0.050, -10307.238, -2379.262, 756.547
0.050, -10307.588, -2384.864, 751.378
0.050, -10307.818, -2390.590, 746.048
0.050, -10307.935, -2396.410, 740.369
0.050, -10307.927, -2402.317, 734.208
0.050, -10307.769, -2408.332, 727.498
0.050, -10307.414, -2414.507, 720.244
0.050, -10306.802, -2420.934, 712.529
0.050, -10305.860, -2427.739, 704.516
0.050, -10304.500, -2435.078, 696.436
0.050, -10302.632, -2443.119, 688.569
0.051, -10300.169, -2452.012, 681.220
0.050, -10297.013, -2461.973, 674.634
0.050, -10293.222, -2472.814, 669.238
0.050, -10288.820, -2484.550, 665.200
0.050, -10283.925, -2496.982, 662.675
0.050, -10278.717, -2509.785, 661.698
0.050, -10273.406, -2522.565, 662.172
0.050, -10268.223, -2534.870, 663.868
0.050, -10263.387, -2546.257, 666.442
0.050, -10259.092, -2556.281, 669.311
0.050, -10255.503, -2564.582, 671.968
0.050, -10252.728, -2570.985, 674.160
0.050, -10250.839, -2575.426, 675.775
0.050, -10249.874, -2577.930, 676.789
0.050, -10249.844, -2578.588, 677.231
0.050, -10250.740, -2577.579, 677.196
0.050, -10252.517, -2575.140, 676.800
0.050, -10255.092, -2571.553, 676.178
0.050, -10258.335, -2567.150, 675.477
0.050, -10262.076, -2562.307, 674.847
0.050, -10266.115, -2557.424, 674.436
0.050, -10270.241, -2552.902, 674.374
0.050, -10274.247, -2549.104, 674.771
0.050, -10277.946, -2546.309, 675.715
0.050, -10281.206, -2544.695, 677.253
0.050, -10283.961, -2544.326, 679.397
0.050, -10286.213, -2545.158, 682.128
0.050, -10288.014, -2547.012, 685.422
0.050, -10289.442, -2549.594, 689.260
0.050, -10290.596, -2552.537, 693.599
0.050, -10291.576, -2555.435, 698.379
0.051, -10292.491, -2557.930, 703.641
0.050, -10293.359, -2559.544, 709.065
0.050, -10294.217, -2560.033, 714.680
0.050, -10295.044, -2559.164, 720.430
0.050, -10295.776, -2556.807, 726.239
0.050, -10296.322, -2552.906, 732.091
0.050, -10296.573, -2547.466, 737.992
0.050, -10296.411, -2540.596, 743.931
0.050, -10295.720, -2532.351, 749.989
0.050, -10294.425, -2523.012, 756.133
0.050, -10292.656, -2513.131, 762.720
0.050, -10290.800, -2503.734, 770.152
0.050, -10289.236, -2495.666, 778.523
0.051, -10288.833, -2493.374, 781.510
0.057, -10288.003, -2486.358, 796.050
0.050, -10288.183, -2483.944, 807.611
0.051, -10288.943, -2483.458, 820.038
0.050, -10290.119, -2484.452, 833.081
0.050, -10291.536, -2486.467, 846.710
0.050, -10292.996, -2489.037, 860.755
0.050, -10294.301, -2491.706, 875.037
0.050, -10295.263, -2494.041, 889.394
0.050, -10295.702, -2495.633, 903.565
0.050, -10295.470, -2496.136, 917.402
0.053, -10294.360, -2495.166, 931.499
0.050, -10292.443, -2492.683, 944.244
0.052, -10289.533, -2488.405, 956.838
0.050, -10285.947, -2482.797, 968.275
0.050, -10281.723, -2475.956, 979.048
0.050, -10277.110, -2468.220, 989.170
0.050, -10272.578, -2459.747, 998.778
0.061, -10268.010, -2448.885, 1009.581
0.064, -10264.851, -2436.608, 1020.329
0.054, -10263.961, -2426.153, 1028.433
0.055, -10264.727, -2414.865, 1036.028
0.050, -10266.691, -2403.931, 1042.313
0.050, -10269.594, -2392.329, 1047.801
0.050, -10272.613, -2380.665, 1051.281
0.050, -10275.639, -2369.031, 1052.585
0.050, -10278.672, -2357.434, 1051.712
0.050, -10281.708, -2345.880, 1048.663
0.050, -10284.747, -2334.374, 1043.438
0.050, -10287.811, -2322.835, 1035.969
0.050, -10291.481, -2311.136, 1027.397
0.050, -10296.987, -2298.719, 1019.825
0.050, -10304.075, -2285.998, 1013.297
0.050, -10312.171, -2273.686, 1007.730
0.050, -10320.457, -2262.665, 1002.965
0.050, -10328.086, -2253.715, 998.789
0.050, -10334.357, -2247.343, 994.989
0.050, -10338.826, -2243.702, 991.393
0.050, -10341.304, -2242.648, 987.895
0.050, -10341.815, -2243.842, 984.427
0.050, -10340.523, -2246.883, 980.872
0.050, -10337.693, -2251.357, 977.035
0.050, -10333.671, -2256.855, 972.654
0.050, -10328.833, -2262.982, 967.423
0.050, -10323.552, -2269.387, 961.034
0.050, -10318.137, -2275.785, 953.202
0.050, -10312.818, -2281.974, 943.691
0.050, -10307.738, -2287.831, 932.319
0.050, -10302.972, -2293.305, 918.968
0.050, -10298.551, -2298.409, 903.570
0.050, -10294.489, -2303.217, 886.123
0.050, -10290.797, -2307.879, 866.694
0.050, -10287.492, -2312.641, 845.443
0.050, -10284.586, -2317.862, 822.651
0.050, -10282.071, -2324.020, 798.725
0.051, -10279.878, -2331.785, 773.939
0.050, -10277.957, -2341.619, 749.461
0.050, -10276.144, -2354.212, 725.728
0.050, -10274.266, -2370.085, 703.443
0.050, -10272.150, -2389.584, 683.256
0.050, -10269.636, -2412.800, 665.705
0.050, -10266.592, -2439.457, 651.168
0.050, -10262.867, -2468.677, 639.916
0.050, -10258.369, -2498.985, 632.049
0.050, -10253.168, -2528.602, 627.342
0.050, -10247.494, -2555.863, 625.231
0.050, -10241.717, -2579.346, 624.968
0.050, -10236.169, -2598.351, 625.824
0.050, -10231.097, -2612.700, 627.296
0.050, -10226.618, -2622.673, 629.161
0.050, -10222.768, -2628.789, 631.378
0.050, -10219.568, -2631.645, 633.839
0.050, -10217.037, -2631.994, 636.173
0.050, -10215.177, -2630.453, 638.052
0.050, -10213.967, -2627.449, 639.264
0.050, -10213.362, -2623.252, 639.702
0.050, -10213.307, -2618.021, 639.343
0.050, -10213.741, -2611.830, 638.224
0.050, -10214.609, -2604.698, 636.426
0.050, -10215.874, -2596.636, 634.081
0.050, -10217.558, -2587.769, 631.431
0.050, -10219.690, -2578.231, 628.703
0.050, -10222.300, -2568.150, 626.087
0.050, -10225.417, -2557.653, 623.742
0.050, -10229.055, -2546.871, 621.802
0.050, -10233.139, -2536.076, 620.479
0.050, -10237.504, -2525.646, 619.997
0.050, -10241.945, -2515.958, 620.497
0.050, -10246.270, -2507.312, 622.033
0.050, -10250.277, -2499.981, 624.552
0.050, -10253.863, -2494.022, 627.964
0.050, -10256.984, -2489.376, 632.152
0.050, -10259.664, -2485.856, 637.003
0.050, -10261.996, -2483.173, 642.430
0.050, -10264.109, -2480.992, 648.333
0.050, -10266.169, -2478.949, 654.660
0.050, -10268.343, -2476.714, 661.367
0.050, -10270.785, -2474.020, 668.427
0.050, -10273.613, -2470.688, 675.833
0.050, -10276.908, -2466.631, 683.612
0.050, -10280.680, -2461.879, 691.763
0.050, -10284.900, -2456.530, 700.336
0.050, -10289.488, -2450.764, 709.364
0.050, -10294.317, -2444.798, 718.860
0.050, -10299.251, -2438.841, 728.849
0.050, -10304.093, -2433.140, 739.242
0.050, -10308.701, -2427.844, 750.038
0.050, -10312.923, -2423.092, 761.158
0.050, -10316.656, -2418.951, 772.559
0.050, -10319.834, -2415.441, 784.185
0.050, -10322.435, -2412.537, 795.986
0.050, -10324.490, -2410.154, 807.928
0.050, -10326.112, -2408.114, 820.024
0.050, -10327.440, -2406.224, 832.271
0.050, -10328.602, -2404.321, 844.651
0.050, -10329.707, -2402.280, 857.179
0.050, -10330.786, -2400.084, 869.810
0.050, -10331.851, -2397.735, 882.567
0.050, -10332.907, -2395.244, 895.410
0.050, -10333.962, -2392.602, 908.338
0.050, -10335.001, -2389.831, 921.152
0.050, -10336.025, -2386.916, 933.824
0.050, -10337.028, -2383.857, 946.251
0.050, -10338.004, -2380.642, 958.348
0.050, -10338.937, -2377.269, 969.960
0.050, -10339.815, -2373.715, 981.000
0.050, -10340.621, -2369.957, 991.357
0.050, -10341.331, -2365.993, 1000.935
0.050, -10341.839, -2361.948, 1009.706
0.050, -10342.025, -2358.011, 1017.620
0.050, -10341.800, -2354.374, 1024.597
0.050, -10341.102, -2351.228, 1030.543
0.050, -10339.896, -2348.749, 1035.372
0.050, -10338.180, -2347.083, 1039.006
0.050, -10335.970, -2346.329, 1041.398
0.050, -10333.301, -2346.526, 1042.540
0.050, -10330.220, -2347.653, 1042.461
0.056, -10326.798, -2349.622, 1041.167
0.063, -10321.851, -2353.384, 1036.869
0.055, -10317.698, -2357.055, 1030.965
0.064, -10313.180, -2361.434, 1021.586
0.050, -10309.467, -2365.262, 1011.429
0.063, -10305.110, -2370.078, 996.061
0.050, -10301.751, -2374.107, 981.851
0.050, -10298.454, -2378.510, 965.900
0.050, -10295.182, -2383.559, 948.420
0.050, -10291.932, -2389.568, 929.816
0.051, -10288.667, -2397.023, 910.211
0.054, -10285.538, -2405.959, 890.869
0.050, -10282.409, -2417.218, 871.391
0.051, -10279.729, -2429.116, 855.179
0.055, -10277.252, -2442.370, 841.313
0.052, -10274.847, -2457.560, 829.883
0.079, -10273.454, -2467.368, 824.598
0.051, -10271.319, -2483.916, 818.925
0.050, -10269.955, -2495.374, 816.080
0.054, -10268.902, -2505.634, 813.704
0.056, -10268.328, -2514.085, 811.053
0.051, -10268.328, -2520.120, 807.823
0.050, -10268.876, -2524.424, 803.652
0.056, -10270.164, -2527.600, 797.540
0.050, -10271.914, -2529.224, 790.632
0.051, -10274.209, -2529.759, 782.371
0.050, -10276.981, -2529.311, 772.957
0.050, -10280.220, -2527.964, 762.423
0.050, -10283.908, -2525.756, 750.874
0.050, -10287.931, -2522.765, 738.735
0.052, -10292.401, -2518.849, 725.776
0.050, -10296.923, -2514.275, 713.219
0.050, -10301.468, -2508.984, 701.192
0.050, -10305.945, -2502.938, 689.989
0.050, -10310.249, -2496.110, 679.925
0.050, -10314.246, -2488.590, 671.363
0.050, -10317.885, -2480.409, 664.422
0.051, -10321.151, -2471.567, 659.099
0.051, -10323.932, -2462.447, 655.423
0.051, -10326.245, -2453.182, 653.096
0.054, -10328.221, -2443.189, 651.702
0.050, -10329.553, -2434.365, 651.017
0.050, -10330.438, -2426.032, 650.494
0.069, -10330.897, -2418.338, 649.782
0.059, -10330.774, -2408.236, 647.682
0.050, -10330.282, -2402.513, 645.511
0.050, -10329.459, -2397.660, 642.622
0.050, -10328.317, -2393.708, 639.103
0.050, -10326.859, -2390.673, 635.146
0.050, -10325.075, -2388.567, 631.035
0.050, -10322.944, -2387.388, 627.125
0.050, -10320.442, -2387.126, 623.809
0.050, -10317.542, -2387.758, 621.469
0.050, -10314.222, -2389.253, 620.431
0.050, -10310.465, -2391.579, 620.813
0.050, -10306.256, -2394.757, 622.070
0.050, -10301.637, -2398.693, 623.780
0.050, -10296.677, -2403.207, 625.783
0.050, -10291.401, -2408.148, 628.015
0.050, -10285.803, -2413.394, 630.462
0.050, -10279.856, -2418.865, 633.153
0.050, -10273.541, -2424.501, 636.145
0.064, -10265.511, -2431.345, 640.315
0.050, -10258.035, -2437.419, 644.695
0.050, -10251.031, -2442.886, 649.352
0.050, -10244.069, -2448.159, 654.630
0.050, -10237.271, -2453.222, 660.539
0.050, -10230.741, -2458.083, 667.062
0.050, -10224.551, -2462.774, 674.173
0.050, -10218.738, -2467.341, 681.838
0.050, -10213.308, -2471.827, 690.012
0.050, -10208.238, -2476.265, 698.663
0.050, -10203.489, -2480.666, 707.758
0.050, -10199.022, -2485.008, 717.263
0.050, -10194.788, -2489.256, 727.198
0.050, -10190.830, -2493.269, 737.408
0.050, -10187.151, -2496.963, 747.895
0.050, -10183.807, -2500.204, 758.591
0.050, -10180.876, -2502.827, 769.395
0.050, -10178.454, -2504.693, 780.225
0.050, -10176.649, -2505.687, 790.993
0.050, -10175.571, -2505.728, 801.618
0.050, -10175.323, -2504.769, 812.091
0.050, -10175.987, -2502.838, 822.243
0.050, -10177.587, -2500.031, 832.153
0.050, -10180.017, -2496.633, 841.941
0.050, -10183.149, -2492.957, 851.684
0.050, -10186.867, -2489.292, 861.416
0.050, -10191.069, -2485.899, 871.150
0.050, -10195.677, -2482.998, 880.885
0.050, -10200.634, -2480.760, 890.608
0.050, -10205.902, -2479.289, 900.311
0.050, -10211.456, -2478.627, 909.971
0.050, -10217.302, -2478.757, 919.582
0.050, -10223.440, -2479.607, 929.108
0.050, -10229.892, -2481.058, 938.528
0.050, -10236.683, -2482.954, 947.802
0.050, -10243.863, -2485.123, 956.905
0.050, -10251.412, -2487.364, 965.713
0.050, -10259.385, -2489.487, 974.184
0.050, -10267.784, -2491.301, 982.217
0.050, -10276.621, -2492.634, 989.723
0.050, -10285.889, -2493.354, 996.605
0.050, -10295.568, -2493.367, 1002.774
0.050, -10305.618, -2492.624, 1008.154
0.050, -10316.006, -2491.110, 1012.695
0.050, -10326.604, -2488.860, 1016.326
0.050, -10337.334, -2485.923, 1019.034
0.050, -10348.109, -2482.362, 1020.819
0.050, -10358.836, -2478.252, 1021.697
0.050, -10369.350, -2473.746, 1021.471
0.050, -10379.435, -2469.062, 1019.736
0.050, -10388.944, -2464.374, 1016.176
0.050, -10397.803, -2459.802, 1010.580
0.050, -10406.033, -2455.392, 1002.777
0.050, -10413.590, -2451.201, 992.779
0.050, -10420.563, -2447.169, 980.545
0.050, -10427.025, -2443.186, 966.134
0.050, -10433.054, -2439.052, 949.696
0.050, -10438.635, -2434.594, 931.599
0.050, -10443.550, -2429.831, 912.544
0.050, -10447.405, -2424.961, 893.652
0.050, -10449.811, -2420.228, 876.101
0.050, -10450.464, -2415.870, 861.008
0.050, -10449.205, -2412.106, 849.177
0.050, -10446.013, -2409.178, 840.963
0.050, -10440.962, -2407.374, 836.242
0.050, -10434.207, -2407.006, 834.461
0.050, -10425.992, -2408.594, 834.248
0.050, -10416.682, -2412.323, 834.273
0.050, -10406.692, -2417.596, 833.957
0.050, -10396.520, -2423.721, 832.960
0.050, -10386.649, -2430.048, 831.081
0.050, -10377.447, -2436.085, 828.107
0.050, -10369.106, -2441.553, 823.630
0.050, -10361.671, -2446.355, 817.331
0.051, -10354.978, -2450.586, 808.834
0.053, -10348.875, -2454.357, 797.681
0.050, -10343.772, -2457.427, 784.894
0.050, -10339.242, -2459.922, 769.972
0.050, -10335.155, -2461.515, 753.142
0.050, -10331.306, -2461.640, 734.870
0.050, -10327.399, -2459.597, 715.884
0.050, -10323.071, -2454.705, 697.136
0.050, -10317.956, -2446.458, 679.704
0.050, -10311.764, -2434.594, 664.648
0.050, -10304.389, -2419.253, 652.967
0.050, -10296.011, -2401.171, 645.569
0.050, -10287.053, -2381.568, 643.019
0.050, -10278.053, -2361.933, 645.279
0.050, -10269.522, -2343.903, 650.934
0.050, -10262.034, -2328.753, 657.653
0.050, -10256.012, -2317.015, 664.098
0.050, -10251.463, -2308.791, 669.622
0.050, -10248.215, -2303.681, 674.019
0.050, -10246.031, -2301.200, 677.211
0.050, -10244.562, -2300.908, 679.269
0.050, -10243.391, -2302.222, 680.483
0.050, -10242.098, -2304.554, 681.208
0.050, -10240.303, -2307.391, 681.790
0.050, -10237.693, -2310.349, 682.518
0.050, -10234.056, -2313.202, 683.582
0.050, -10229.279, -2315.894, 685.067
0.050, -10223.369, -2318.518, 686.953
0.050, -10216.407, -2321.302, 689.155
0.050, -10208.546, -2324.566, 691.559
0.050, -10199.992, -2328.677, 694.048
0.050, -10190.980, -2334.014, 696.537
0.050, -10181.764, -2340.934, 698.987
0.050, -10172.557, -2349.806, 701.425
0.058, -10162.372, -2362.675, 704.349
0.050, -10154.178, -2376.036, 707.184
0.051, -10146.961, -2391.490, 710.715
0.050, -10141.608, -2407.704, 715.057
0.051, -10138.378, -2424.578, 720.456
0.055, -10137.492, -2442.787, 727.562
0.056, -10138.515, -2456.207, 733.760
0.050, -10140.158, -2465.659, 738.667
0.074, -10142.655, -2475.563, 744.280
0.062, -10150.544, -2496.370, 758.034
0.064, -10160.069, -2513.980, 771.925
0.051, -10169.131, -2527.356, 783.757
0.070, -10179.168, -2539.484, 795.562
0.060, -10193.702, -2553.068, 810.465
0.050, -10203.216, -2560.872, 820.079
0.051, -10212.205, -2568.039, 830.020
0.059, -10220.794, -2575.368, 841.355
0.055, -10227.709, -2582.310, 852.843
0.050, -10232.752, -2588.421, 863.373
0.050, -10236.809, -2594.129, 873.640
0.050, -10240.313, -2599.299, 883.627
0.052, -10243.721, -2603.703, 893.317
0.064, -10248.377, -2607.370, 904.347
0.092, -10253.320, -2608.606, 912.899
0.077, -10260.290, -2607.254, 921.060
0.058, -10268.787, -2603.442, 928.195
0.054, -10277.166, -2598.383, 933.404
0.051, -10284.727, -2592.987, 937.025
0.050, -10292.336, -2586.776, 939.830
0.054, -10300.514, -2579.116, 942.024
0.050, -10308.000, -2571.046, 943.370
0.056, -10310.439, -2568.153, 943.673
0.050, -10319.823, -2555.347, 944.172
0.051, -10326.555, -2544.423, 944.122
0.053, -10333.171, -2531.721, 943.656
0.050, -10338.988, -2518.539, 942.889
0.050, -10344.359, -2504.239, 941.858
0.050, -10349.318, -2488.823, 940.624
0.050, -10353.869, -2472.490, 939.171
0.050, -10358.030, -2455.472, 937.390
0.050, -10361.826, -2438.020, 935.155
0.050, -10365.302, -2420.348, 932.329
0.050, -10368.500, -2402.692, 928.785
0.057, -10371.463, -2385.214, 924.233
0.051, -10374.350, -2367.656, 918.806
0.058, -10377.585, -2348.192, 911.386
0.050, -10380.422, -2332.378, 904.316
0.051, -10383.494, -2317.502, 896.746
0.055, -10386.859, -2304.130, 889.192
0.050, -10390.586, -2292.515, 882.069
0.050, -10394.231, -2283.835, 876.437
0.050, -10397.850, -2277.508, 872.123
0.050, -10401.280, -2273.578, 869.185
0.053, -10404.229, -2272.124, 867.570
0.052, -10406.730, -2273.220, 866.956
0.050, -10408.283, -2276.394, 866.919
0.050, -10409.159, -2281.247, 866.744
0.050, -10409.443, -2287.243, 866.050
0.050, -10409.220, -2294.033, 864.596
0.050, -10408.575, -2301.420, 862.251
0.050, -10407.598, -2309.235, 858.884
0.050, -10406.386, -2317.278, 854.322
0.050, -10405.013, -2325.424, 848.439
0.050, -10403.528, -2333.616, 841.167
0.050, -10401.950, -2341.858, 832.507
0.050, -10400.261, -2350.173, 822.553
0.055, -10398.863, -2356.569, 814.203
0.050, -10396.038, -2367.828, 798.471
0.050, -10393.434, -2376.222, 786.473
0.050, -10390.165, -2384.430, 774.855
0.050, -10386.087, -2392.127, 764.415
0.050, -10381.003, -2399.188, 755.602
0.050, -10374.930, -2405.315, 748.956
0.050, -10367.927, -2410.351, 744.684
0.050, -10360.188, -2414.155, 742.812
0.050, -10351.969, -2416.691, 742.870
0.050, -10343.584, -2418.002, 743.750
0.050, -10335.361, -2418.173, 744.802
0.050, -10327.504, -2417.441, 745.713
0.050, -10320.127, -2416.124, 746.373
0.050, -10313.311, -2414.541, 746.805
